id,0,1,2,3,4,5,6,7,8,9
8984,56822,819,10337,380,27141,11393,2302,36950,254023,9895
61813,38553,11973,206183,41366,38246,12590,31922,56766,12638,300654
4954,1727,9409,10859,45928,96382,11384,14040,31695,42243,95578
62488,232943,191595,363383,148511,104697,288293,57269,194040,179549,5
10531,197082,196253,11439,11502,11481,423,11121,829,10675,11482
11929,22160,9702,34053,1677,16082,39845,119283,1813,42003,369524
8467,100042,39497,41846,24665,1624,2123,22792,7552,10201,124459
10451,9261,25296,4584,142,26320,68924,4588,293767,22267,30091
20156,9729,10217,47692,26964,85556,8895,28211,108241,41796,302528
18395,114,4806,10780,32856,62838,38554,47947,353069,29968,18417
522,62213,33914,87093,162,13885,32085,4011,5683,75,2668
397,24071,12560,89325,13697,3101,31052,14412,11509,12160,6171
10525,54087,20536,639,47881,11310,2639,1406,107569,8217,11467
27985,13380,42136,281291,31652,45325,30765,14522,29918,11076,34774
15789,59191,10481,37135,4523,46806,15653,812,950,52939,16866
27303,82623,40448,14566,10163,9271,18882,13360,37141,33408,11338
21183,91745,15552,47867,19101,14334,11236,1585,60400,13383,75074
10954,44947,300949,10858,11450,31908,8996,24192,43811,48205,147164
47867,54487,15552,19101,14334,11236,1585,60400,13383,75074,75578
43475,25078,20455,13225,35614,24556,12599,12600,12600,12600,12600
72031,94725,174000,27432,832,12628,70581,9882,45712,2112,247
14275,51927,72711,127505,250766,411007,41850,288186,26306,111744,12500
1024,7980,57158,120,121,122,254,49051,122917,763,8216
17207,13996,30963,53905,15676,111479,36807,9099,9279,14817,27295
13701,50512,53315,33994,191820,9529,27450,41965,228496,46934,337029
14819,8457,187596,419700,2022,9678,177085,389053,10762,116745,20737
32631,26369,10656,12088,106968,9624,134890,8850,16432,14252,93114
11777,214075,14778,31459,12145,41166,18722,11584,41758,35119,32122
628,11905,21362,20024,10002,38448,1770,22797,28902,1420,11386
87729,67794,1245,41843,11257,26371,8293,40775,185156,42175,134738
18713,20860,133781,27459,129530,11573,20802,105759,56078,19507,82394
6280,9493,951,12499,41630,11566,14035,620,2978,58411,9930
9061,86500,40082,9268,8834,2370,25212,2501,47825,8677,73952
37108,10019,19371,24793,11243,62764,40866,10208,73257,55328,11511
6071,11892,9458,43566,44321,9605,38718,21323,22521,46978,63327
11,1893,1894,1895,140979,636,1891,1892,838,66628,330
9587,39780,31955,16659,13910,12660,49409,11861,10641,79615,108021
19101,1391,673,49971,9410,9693,49047,15552,47867,14334,11236
49980,164580,1404,13384,7992,56942,59065,129455,374473,23523,8129
17961,185191,76200,41975,47794,15576,4195,10930,12713,31303,76207
18183,9560,31774,11216,104297,17595,468343,102024,60002,210408,99885
4476,18169,9665,43347,54715,245698,10684,616,13813,343611,1372
11008,12139,103014,47475,50220,11884,48313,16560,24086,17414,15170
47504,314095,10362,152599,19457,2001,42739,47945,166255,336735,78072
32325,5,102933,37497,198214,47866,142132,58985,185564,54040,191731
43742,14441,9413,55950,291328,12185,9452,18254,28569,37606,10337
28313,145066,108021,108251,54191,96600,140605,17133,57012,159937,66588
11318,8618,328589,17127,20539,10560,522,6538,16005,32543,46138
3036,10549,11971,11790,11498,4520,10705,19103,40154,150689,51333
40490,44672,2612,26261,32302,39180,25884,65137,23172,256961,33787
24070,858,2928,9489,9722,24803,41776,10783,12772,2610,63115
8986,32316,10466,66668,40001,12121,66722,4587,12120,14439,47359
10510,10406,13496,9574,11001,14396,9074,13765,41992,15265,29941
17402,73937,350,82696,14306,345920,209361,10324,46029,32872,31306
38722,16052,46702,17435,4351,13199,93511,105077,10000,148077,49218
8438,17736,15142,109614,21252,390584,58462,101,819,10274,2088
11593,12102,13681,26269,10922,14313,31591,12647,32048,61178,42228
1945,11306,1957,51863,50754,116167,10130,15771,15163,27196,54752
39310,98499,1482,95807,25166,243568,172803,191731,273807,313653,14190
109560,23599,20721,37835,11315,11636,17314,62835,80389,9990,37695
56428,67445,11910,13541,110958,200044,47177,7006,116194,25395,73408
63105,107096,60173,24230,17135,280495,47342,55687,47065,10134,13995
131957,62190,78364,21887,52777,15029,131770,14624,322548,19828,85559
241,189215,461805,10673,82525,33909,25783,10155,9563,10132,6106
9058,2039,6463,24625,14811,45840,22233,4939,105465,32855,31918
527,371647,10990,9433,62630,36669,2043,1738,11679,64353,62255
18220,18167,18392,74312,63115,38295,597,267,796,3767,5852
6950,9386,11864,9772,503,387,2133,2071,652,34584,12123
101,19184,77878,9322,10656,175,112205,11227,18,10047,9992
63020,480,45514,41791,11632,45069,16727,113737,317557,28005,45129
2307,5187,63115,214216,19509,31357,9603,9089,11010,9283,55475
680,184,393,273248,500,10614,24,1991,68718,16869,10782
41478,63139,28219,74457,142012,36233,94356,10952,9650,340945,12261
25296,10451,9261,26320,68924,4584,142,293767,30091,87827,22267
40156,47608,26124,10212,283596,96196,26506,15184,53905,14118,15775
11450,547,87496,4515,16619,293,60309,4958,13482,642,91076
30304,1904,153779,103668,37044,104250,75719,44787,396744,104473,1689
10452,78208,31353,11845,32687,201018,4202,200645,52366,11986,128846
12106,558,557,9556,764,2186,559,16871,766,765,10223
161495,20283,75889,42122,221917,26176,35068,25680,207937,73208,12623
3586,50034,9526,52036,41662,55309,66487,66488,695,10403,3121
110,108,109,49112,179847,1600,31056,127,49097,49098,42164
108,109,110,49112,179847,127,49097,49098,1600,42164,124
109,108,110,179847,49112,49097,49098,42164,127,1600,10754
159185,14797,124619,124676,102406,46798,94214,30910,69850,207625,23985
36357,71689,34766,387893,40900,50794,26847,51836,160155,4641,89185
92769,98094,39874,37237,13666,29030,27425,50173,48131,13310,46788
28033,11977,26555,9535,9932,17610,9304,137,11153,1636,9005
22586,141102,28302,54113,54491,47288,227425,258096,13925,90056,47466
14334,41768,24276,42750,57022,38244,1772,13554,78177,26748,14414
2636,9545,65793,9360,71072,7555,27578,23916,107846,10375,31922
2164,602,14161,47933,435,47934,2927,929,10880,7011,9349
11395,9446,12312,10040,9598,71864,24795,9021,47168,10437,253533
278,497,11086,37865,5876,10608,687,32274,76264,524,400
9905,180863,627,68727,13373,1272,44115,57558,12405,203912,321697
87078,127373,28520,24618,24936,70457,61532,190681,51078,273807,59810
12527,162505,43778,106176,47576,43775,43776,10000,148077,49218,305594
20306,14330,38510,99826,53151,8744,45324,6478,191595,363383,179549
36614,63115,214216,19509,31357,9603,9089,11010,9283,55475,16388
27993,18414,10154,12236,24731,9354,125099,32830,288117,83215,163795
31439,41821,42006,12276,50542,10404,259943,36210,14226,37557,76758
9067,41651,11284,298830,117700,302349,79722,48488,24264,5227,78163
9059,10723,95997,194736,11380,86709,16136,238972,16365,17585,20304
193,199,200,201,23520,38017,54699,7342,110147,174,106
25066,20239,60082,407036,35730,39930,42002,11454,39434,39844,14125
46797,11365,9585,26603,10943,11012,45926,2266,409,48130,52616
12122,327389,8337,10016,1091,1103,10061,948,45657,2687,1410
11381,9506,64807,36593,17795,1824,9291,11665,12107,13997,345944
32636,11012,79179,112633,2593,177335,23954,42501,25468,1786,26973
36141,161,163,42409,109421,1900,50779,298,16375,1412,70435
95963,14351,15250,31681,84569,13923,100061,31174,19155,975,28
1587,112949,392,6440,1715,1947,81025,228194,39233,22971,8816
9271,18882,13360,10163,27303,82623,40448,14566,754,414190,9480
2064,137093,12447,864,27022,12117,4244,9294,16314,2059,6637
19855,9302,1633,9407,13389,3489,31010,9922,581,2055,97406
60855,39450,57046,84465,242551,120637,117340,58553,49453,25903,51290
236,37922,8874,20048,126797,31973,382207,10601,285135,115384,140470
48287,23967,51481,82549,196257,41890,100783,20551,51268,111469,52856
3049,1624,10312,310,10052,82932,2698,9327,258099,159389,53554
2759,18681,16899,85435,6970,280477,14651,216652,134662,117340,47034
12635,45609,167,9913,347754,10428,2309,24348,198317,416680,21925
10497,197082,196253,11121,4772,11439,10675,11502,11482,10531,11481
11382,10569,21449,19200,512,10462,11302,11624,11030,12762,418772
9331,9869,1123,13770,867,19124,27576,8198,176339,88285,9481
10731,8224,37094,10629,70578,1645,3594,11557,10687,1817,40720
10464,333348,10950,10635,25969,20758,10472,1377,11317,20813,11894
34152,210041,61752,24664,20912,36739,96451,23618,295891,31715,41823
9495,205584,2048,13811,2666,25921,277,3040,1995,1979,8698
29973,20761,22711,10158,10478,287,4911,11375,56831,264656,8053
888,889,11806,11888,23172,9279,11637,47533,28597,125504,22620
13,144686,55457,8358,87502,9374,14475,17979,9326,369885,686
712,12596,22279,11820,6639,121674,26561,74340,40913,47158,39176
16295,8291,650,16161,25624,8292,584,59965,479,46727,39125
48992,327749,61348,14299,63115,214216,19509,31357,9603,9089,11010
10879,11215,11846,11862,8849,47874,19076,76891,14908,26180,47816
10660,75531,84735,10168,12518,9879,2039,11068,26333,45671,5994
10714,34723,564,1734,7131,34745,9457,14869,179826,47951,24767
41647,39266,685,677,78202,7983,121738,113369,20561,125103,20562
8587,38580,283161,2033,47542,20722,3170,47288,37797,13205,197725
1689,746,3870,30636,119360,14553,44297,8416,1278,42595,1643
11596,377,11503,15516,11460,33016,4233,4234,41446,18477,12262
854,9334,10072,10391,332411,9599,9268,1389,5996,16558,50078
9359,944,942,9691,8834,2207,9340,9647,941,943,1924
23333,26195,69722,41971,47237,84207,26941,115565,12479,42086,86241
36593,11381,9506,64807,17795,1824,9291,11665,12107,37137,37136
12280,13698,44564,14742,1552,11374,10328,568,19731,2619,453
2788,9398,329833,7446,116745,9894,77469,22318,9428,14819,27583
10427,10220,31583,10866,8141,25284,2045,13922,14864,28028,1830
11011,11112,24073,16784,11520,9919,23049,1493,11191,9849,10025
49803,158928,18585,143547,687,3526,42087,112991,96966,2007,44375
8987,39074,11087,24249,2118,33676,65,65034,82684,11004,1950
1637,1639,664,1996,11618,31002,19017,13989,24410,16276,93828
15128,42673,24446,17952,9362,11692,26847,12187,1406,9822,81438
8831,4437,238589,10077,11935,9091,10540,15698,12633,84209,31597
36955,280,218,24982,65595,22559,2756,679,597,19995,76600
10449,41003,191550,5852,142487,10207,20941,44968,9039,9700,305642
10395,36492,24019,11000,37247,396,11364,13818,70259,9440,22414
12160,13697,11509,31052,89325,12560,14412,24071,3101,6171,397
40480,28455,5247,41944,16867,45203,10396,52111,10783,14854,31017
52038,165569,221343,122796,28871,123047,18701,5767,9726,75947,15739
29444,39210,11229,9026,335797,10000,148077,49218,305594,87081,333953
26352,17006,9072,4247,4248,12153,8842,9625,34309,11517,306
39953,27723,124619,124676,102406,46798,94214,30910,69850,207625,23985
41580,12579,38376,47119,4480,36561,14928,8279,35164,51447,72375
315,5742,5748,5725,5651,5741,5726,5719,5157,5744,5648
22067,23954,541,44321,5155,52758,47802,46326,17801,68822,46825
18242,16455,36107,81850,98622,212156,48405,72188,10840,43475,25078
11667,68572,9103,38124,10222,10861,9091,37498,14172,19167,16652
32502,6020,32298,11384,5894,10021,12778,230428,9024,42580,10779
267188,39773,84907,71847,261144,51270,34311,60306,34312,173080,6396
28732,9625,9972,31606,11474,877,31692,13054,16450,17336,15012
75555,297167,238358,86410,277686,205943,407036,15282,115241,150211,14143
42981,48471,24257,85778,52059,117036,203829,168283,49645,83593,18603
278939,232,25953,25795,37460,22160,38558,43051,26718,9766,26185
291731,72483,99826,53151,225044,284457,69353,307087,261033,92988,408270
226229,116764,105077,15120,27327,134890,13199,93087,381044,14252,93114
203119,63011,21879,71825,29973,18495,10806,11630,18722,31659,12154
172923,264418,16382,14430,306838,272095,264525,52039,46835,19123,20511
316098,42981,24257,85778,52059,117036,203829,168283,49645,83593,18603
8011,20227,19139,12211,8010,13360,15026,15766,63432,354556,222619
171857,31546,72087,14578,13072,79465,36196,67365,32519,14137,18571
2654,31428,948,45657,790,8769,8852,1091,327389,12122,9945
18069,1366,1375,1885,14621,46691,38714,5686,26355,13823,10908
19092,21915,39964,191731,273807,313653,14190,77041,103,17961,32325
2758,2907,322240,8012,9024,9530,2185,41154,607,608,8487
38129,39197,10442,20337,28121,414743,16096,34803,6522,9600,16094
10436,48714,16153,42694,3131,53198,1578,9746,11051,11873,8649
13595,1257,8866,2752,13021,47881,76516,2640,9292,27845,9791
46094,16562,11511,33762,865,60769,65755,54825,96872,245003,313371
9409,10859,11384,1727,31695,42243,4954,14040,95578,45928,11009
11853,59585,22121,42711,10868,18410,34599,85966,17707,66599,23957
16771,16980,15389,296360,82533,35337,46902,63115,214216,19509,31357
46924,11235,65501,26771,30278,29108,69828,21764,48145,16403,27019
11041,180363,13997,77585,12538,64972,8872,26574,103601,44848,70207
306,11568,1621,11890,9602,525,8469,16299,814,8388,11598
14522,15170,32593,45325,30765,27985,29918,11076,34774,43037,42486
26203,8289,51863,50754,116167,10491,1945,11306,1957,31200,20561
178,6,323677,169,10609,45739,10160,10562,1683,71461,10586
19819,34377,9552,99749,32043,10632,20545,42648,73567,121052,12526
57834,16103,25062,50011,36457,42605,18929,22023,38729,11308,38978
4722,86820,13553,21430,34996,9558,35888,49110,22171,49299,64942
18215,10900,116979,47655,12149,451,5241,15487,69299,5187,30285
1607,1247,524,769,311,203,103,32077,361671,819,5971
26391,15489,13482,137,125099,32830,288117,83215,163795,185057,209686
117553,119738,13411,11565,9969,39180,38322,253312,230428,145312,14484
6075,111,98048,117,4780,13937,109099,9676,954,11644,9280
11310,24828,31082,65889,10761,194113,1406,10525,24470,9359,11853
18658,23855,28730,2107,86763,26133,14772,33602,402298,17835,46725
9350,1408,188207,17134,1573,10477,9954,270774,8914,9548,10131
9612,19962,1498,38280,118052,18975,19596,18098,55534,7096,83191
