id,0,1,2,3,4,5,6,7,8,9
11109,10503,49462,187569,21450,11159,12454,36843,122271,47870,61120
48678,231617,413441,330161,348631,257134,46138,10000,148077,49218,305594
202587,14614,13590,79927,65992,125099,32830,288117,83215,163795,185057
126148,117263,307081,14805,9567,9477,26390,156022,333484,2034,11702
16131,18292,157847,254905,13132,14054,113148,10317,38319,57431,10189
9391,59210,310442,17015,83036,413998,209350,13771,509,38357,87504
176,14001,259693,49018,138843,91586,246355,168259,11835,57313,32021
1677,42159,34053,16082,39845,2623,1813,42003,369524,11929,119283
10740,276770,11826,97370,1985,1933,12201,43743,71481,8512,37233
66641,50526,168283,83593,113286,159569,66660,33823,210864,77120,74485
9806,13932,10386,56292,158852,42518,14919,322456,51786,227679,353595
19614,70342,394269,353311,47295,18984,74237,173938,48011,54642,85633
12777,309,46789,103663,250734,122368,308409,10913,2577,376134,26454
47959,198469,19114,10368,47333,6003,25560,30547,10264,48561,2587
5255,8358,2310,144686,856,9374,17979,285783,105,165,196
11184,280996,3033,1125,162903,107357,10824,50620,50619,321612,9475
11249,167032,11932,45878,15742,21588,76804,62847,18939,14907,288153
10589,2109,5175,5174,59108,9416,184315,5994,9533,36668,9515
9801,9090,41779,289673,1959,634,447061,1610,2642,21544,13401
866,81220,7979,1365,8066,1262,45610,72190,10764,9956,17700
4251,132316,13986,28472,22460,166874,14395,21210,11854,4252,107548
2059,6637,27022,12117,16314,137093,12447,2064,864,4244,9294
140,267,8088,2469,4307,64,332872,8222,4043,219,8047
11836,228165,54825,96872,245003,531,41394,234862,53211,88762,54551
43743,71481,307087,36663,61532,51078,102406,94214,30910,68098,41863
17818,121707,43522,40639,17382,43490,55236,61391,42538,99224,147876
1966,189215,461805,31642,792,10537,10858,10523,25783,9563,10132
13673,16889,39062,11467,9959,11933,35458,9099,18862,9446,10067
174787,62106,159152,244698,59993,42981,24257,85778,52059,117036,203829
26347,51205,112823,104931,39239,61415,266,52717,113479,8071,32720
2288,37247,396,36492,11364,3525,13818,19382,12502,24019,26976
15397,18147,55721,136795,238713,43074,29941,41890,73473,100783,64190
9550,12276,36210,14226,31439,41821,50542,311324,79,10404,42006
163,161,298,109421,36141,42409,1900,50779,16375,1389,70435
36648,13788,13442,9785,36586,84152,5470,9954,89573,47065,69495
15788,52122,28333,24062,35189,38773,123961,36818,99377,18331,33733
33377,42981,24257,85778,52059,117036,203829,168283,49645,83593,18603
18973,35188,42581,42305,33666,43317,43259,37610,30801,41028,37124
41253,40867,94854,67298,17889,194040,90395,6970,41426,37209,34127
15787,15788,52122,28333,24062,35189,38773,123961,99377,18331,36818
35188,18973,42581,42305,33666,43317,43259,37610,30801,41028,37124
35189,15788,52122,28333,24062,38773,18331,123961,99377,36818,33733
52122,15788,28333,24062,35189,38773,123961,99377,18331,36818,33733
28333,15788,52122,24062,35189,38773,123961,99377,18331,36818,33733
24062,15788,52122,28333,35189,38773,123961,99377,18331,36818,33733
43670,14978,44694,225408,13701,88,65203,42121,17915,14924,16520
58182,53441,22390,39016,44747,143092,53619,18642,174784,96172,48627
33740,334629,238397,42047,215538,74719,14030,47310,134355,253337,124632
74719,134355,47310,14030,48003,4932,45599,28303,33740,35032,43390
77448,67675,54518,47295,18984,74237,173938,48011,54642,85633,47755
43752,76002,37853,11520,29937,43897,90358,60769,65755,54825,96872
42668,46884,86258,60437,25430,990,17487,37373,19335,9664,9361
25952,44969,7348,8974,6646,23115,145878,27036,27035,61903,61988
16248,67636,1634,181574,36527,86283,42418,9826,2453,9290,37348
15613,47518,38166,352128,81867,266331,13644,9795,10680,55734,2699
151848,43893,43132,82096,111310,52429,149955,61046,43739,42641,27030
30719,158219,126922,32558,43278,109881,99732,40165,45692,78318,31685
28421,28373,55584,92352,96525,18040,10145,374430,5601,46164,14157
47657,36647,8698,1702,307087,11020,1644,1018,24488,47474,140207
8424,14197,51090,74944,382589,48034,31354,117340,86440,44369,15084
32558,109881,158219,30719,126922,43278,99732,40165,45692,29451,78318
50085,43865,32004,126136,96107,120657,183832,3060,24650,3061,42816
50034,52036,41662,55309,66487,66488,3121,71125,3586,5279,29449
42401,82693,45317,2074,17600,1599,168672,316002,274479,41932,6415
67962,14432,11191,14667,10475,13910,301875,17595,468343,102024,60002
30996,26554,87302,91548,117164,66623,29801,20115,12590,39874,44247
44375,64320,285844,46584,39428,48706,49803,112991,14349,103707,9517
18889,159037,36443,1430,13372,39179,101609,272525,433054,415078,2359
210864,168283,83593,113286,159569,66660,33823,77120,74485,105371,15580
70368,85685,24805,173580,109632,174925,117024,70803,6844,49633,29993
3016,230284,95862,189682,71067,43895,84140,11815,3035,47620,38126
2972,28627,2969,4722,25557,11336,10344,8974,27625,10384,12611
71065,90968,117435,43811,112284,120892,42615,80572,85670,212899,77412
42510,36208,31819,53430,53420,53410,53424,53414,47650,53405,53411
58129,108017,70800,147622,116991,205504,206581,282009,133643,85638,206390
29267,174958,63702,31506,42512,44043,36786,24003,21594,17136,560
36841,99080,99080,6520,43832,4460,23102,10786,56188,26175,61988
57283,174593,147621,91480,25395,73408,108648,220514,316637,58250,111974
171432,175005,862,8844,15602,31357,11862,949,11860,45325,9091
18987,27509,28249,964,27503,40012,354547,78072,115241,59317,52949
41348,42359,42367,22592,44405,40574,22596,42366,16661,42368,9285
27511,108017,70800,31416,147622,206581,282009,133643,116991,58129,205504
96713,48214,121379,48591,1859,198,20334,195,43799,77210,48263
992,51366,32323,32318,51371,34847,31411,51303,23282,38705,51357
3060,110253,50085,43865,32004,126136,96107,120657,183832,29996,11706
42359,42367,41348,22592,44405,40574,22596,42366,16661,42368,23001
1405,42537,70806,117531,35227,42638,53230,599,120837,48127,35543
964,114324,18987,27503,27517,40012,354547,78072,115241,59317,52949
939,32683,122331,104433,144475,89059,132883,24348,198317,416680,21925
697,63107,47703,44967,643,9797,43118,10235,15665,27375,208478
104433,122331,32683,939,89059,144475,10533,28005,17589,19601,887
27503,136,118131,27506,194310,162678,27505,64852,111302,138,28910
905,42637,29043,8462,156326,84954,175869,80705,42836,46813,42837
31411,32323,51303,23282,38705,51357,51360,38742,38830,37360,51364
28189,40012,354547,78072,115241,59317,52949,34996,11298,11186,10657
3061,24650,42816,84090,109435,118059,120673,50085,43865,35896,72856
27517,27522,131366,76804,136,964,2974,234,40012,354547,78072
42538,40639,51426,26663,168408,55240,17382,84337,34944,26712,17818
25768,32318,32323,31411,51303,23282,38705,51357,51360,38742,38830
120833,179251,43888,43529,43451,31526,79887,52432,43239,31532,44399
626,4497,35124,35838,44655,35030,114354,29264,649,35031,42502
27899,26714,42669,29740,41495,50231,121074,22387,43824,84087,37631
5729,5781,29264,43338,626,649,35031,42502,4593,4497,35124
42816,183832,24650,3061,84090,109435,118059,120673,50085,43865,35896
13911,13912,31980,28001,99236,218713,43792,189005,109235,17804,111315
51394,91961,118139,70738,20638,98536,75510,22692,50073,66701,260064
48365,132166,26614,126958,43101,43000,51949,45219,29415,776,56167
3574,32652,30462,26201,37954,53865,156317,43075,60853,39494,178341
91,626,4593,4497,35124,35838,44655,35030,38811,114354,44804
31592,3035,95797,229,43836,130243,10787,31548,22301,134480,24634
43132,43893,151848,111310,82096,149955,52429,112284,153779,103668,37044
877,125736,43832,22613,11385,15807,80046,910,22584,81847,17829
875,42641,228,34474,31527,42943,885,42565,86232,104776,27456
28268,74126,28272,112882,117412,88269,98635,88271,135335,28276,18148
779,157856,48035,35075,780,41391,34181,55589,55587,40012,354547
56724,109962,109962,109962,109962,94959,176734,242683,39938,43874,27622
39130,22490,5183,98364,84903,25431,33575,20127,31866,120862,16274
28046,31685,116997,41215,33555,36172,148636,85695,48837,22657,13492
31511,188468,43363,138341,39391,217763,19968,33077,157343,111460,158800
3031,30793,3074,3103,131732,49092,10973,35073,94548,81477,24099
43130,175553,51263,86082,3078,3083,212,34106,248,26884,77198
43595,96482,81111,31777,172104,34456,56724,206581,122047,203024,31509
43149,3593,39314,1994,54653,10643,10304,16061,5470,9423,16139
43148,95560,3937,3936,3938,242628,3574,32652,13550,24634,297167
50073,22692,66701,260064,72338,304375,62188,99729,46614,98536,101557
43904,47831,44494,254725,156529,73799,17236,54436,148408,105549,146416
43693,84303,5201,120977,36652,241374,99283,126925,95004,143277,43893
24106,117026,347,29284,32945,42186,20367,121975,50153,31634,61194
47921,47920,17645,18050,180114,58076,2264,42032,43902,2263,7863
49640,53827,23391,53828,40799,84908,22606,53622,40797,22612,53781
46910,18771,52859,185292,77250,117001,43896,37327,131360,166643,17664
43689,43145,51759,31409,105067,44208,55648,1859,20334,195,43799
22614,84711,64078,29239,152747,664,9433,9313,11532,166680,31638
51949,132166,45219,26614,29415,52677,45212,45218,37041,777,776
43889,82036,25599,261035,191850,52702,25898,22999,46026,46260,48734
43896,114348,173456,206034,257081,596,56156,84298,68692,185292,43266
28910,138,27506,29320,228647,64852,162678,136,108632,118131,194310
17907,32858,264061,104556,109913,200390,65586,312623,395476,13784,30346
27970,170582,84718,81110,28501,201085,54398,33516,10728,11979,29449
52677,132166,51949,45219,26614,29415,45212,45218,37041,777,776
14615,52758,174958,21594,560,14580,21451,20330,30014,5998,12206
31773,20644,77966,69483,121003,205410,33028,88812,45800,202125,109891
24807,33792,3083,175553,34106,248,77198,32574,3078,26884,34187
17030,26323,106635,26699,148617,45803,121020,152986,157898,26940,178447
23389,26860,109841,55602,53230,128899,31392,10008,117978,26865,11026
31548,31592,95797,43836,134480,130243,22301,3035,229,10787,19596
54569,43358,20139,53792,43802,31507,1976,28571,27973,95556,3084
38721,61523,52239,120892,50079,264309,48993,115109,70881,38687,33031
43874,43879,93528,129553,109962,109962,109962,109962,56724,94959,176734
16515,43605,630,43155,38077,43306,79372,3022,42616,770,156339
27973,20853,18612,17801,54569,20139,53792,43802,31507,1976,28571
20642,14594,18692,80941,80030,204686,213443,34768,109018,96252,169883
37650,75510,184936,90966,98536,33001,22692,57684,172913,99234,130134
43867,43494,43471,18569,174769,43806,43905,175027,3081,33030,184824
43864,144784,80054,13562,107876,100420,1879,43886,25431,33575,27655
23101,54430,40092,147810,111315,13912,80771,31980,28001,99236,43792
60562,54568,108232,52846,40767,216068,121357,31993,29617,51395,80364
46688,19169,43705,53796,44919,120831,123452,33680,27972,56135,4111
16274,981,31866,120843,95874,25431,33575,22490,24014,39130,5183
99318,43871,18651,43466,76076,32294,23627,47352,112674,19136,27367
55207,77546,111359,205943,402,1092,12684,1586,34327,1942,29578
31868,106406,296104,43800,75950,259593,120588,44868,72997,25016,289
37698,15794,16933,27725,28484,26712,86081,26663,168408,55240,42538
3084,887,43358,54569,43802,31507,1976,28571,20139,53792,27367
46069,45993,85844,91426,35861,20532,43364,74581,43255,45987,101382
43806,43905,175027,3081,33030,184824,23114,43494,43471,27544,43867
55604,88812,45800,117211,33028,197737,223816,17831,20644,31773,77966
26635,69119,34006,23051,106605,176627,51601,94811,43812,96161,80196
43811,90968,112284,42615,80572,85670,212899,77412,290379,30630,19049
17801,43802,27973,20853,1976,31507,28571,43358,18612,27367,47758
26201,1718,17660,17836,10907,32921,43884,16905,16902,131944,48409
29884,900,759,24008,39231,31835,23567,3085,17829,110887,93313
45978,20532,43364,74581,43255,45987,101382,43877,46043,91426,35861
38914,33049,61434,28299,108200,33052,140281,80850,184802,160254,43150
33523,29601,14604,33486,33541,29254,112655,43387,44902,232860,15855
33112,61645,64142,61647,64143,52470,45241,42734,43856,40206,112705
28789,911,119564,28753,29353,99258,85262,36789,53598,148326,116639
43799,1859,20334,195,77210,48263,44208,96713,48214,121379,48591
18790,37103,488,983,10339,75799,43525,14703,84701,3090,22733
37036,106826,72847,3575,115111,55086,36612,85293,74286,43307,43111
43522,147876,17818,111607,55240,76465,81116,121707,26663,168408,43490
36612,55086,85293,43307,43111,119593,106826,74286,72847,3575,111037
97648,28658,43868,258809,194407,27118,37294,14605,31805,13861,29021
23336,112912,162865,86082,86084,79090,159849,159849,159849,159849,175553
22387,84087,37631,43824,43189,41495,50231,121074,37658,11620,99627
27655,92254,47612,56151,32066,11578,11972,4709,105549,214600,26252
23051,106605,176627,43504,43812,96161,44890,51601,84099,130813,80196
43306,770,43155,44869,38077,79372,156339,3022,16515,43601,43443
18727,44208,55648,1859,20334,195,43799,77210,52270,85876,48263
33049,61434,28299,108200,33052,140281,80850,38914,184802,160254,43150
41355,20139,54569,53792,108155,54570,804,43802,31507,1976,28571
47352,32294,43466,23627,112674,19136,76076,43871,99318,18651,981
43518,17889,2098,108688,82792,105406,33734,17820,43546,107231,96846
41391,157856,34181,48035,35075,780,779,55587,55589,17595,468343
21622,32130,16618,40633,59882,43455,61048,3767,119764,56598,42066
28436,85820,43336,28000,43394,115386,18784,52959,28434,108812,62006
22638,43323,23383,24012,277396,967,2669,3084,43798,17665,44006
51144,199463,269306,18650,204128,49782,135337,228444,98289,54723,67927
35006,35077,34945,62000,41503,76229,126596,113843,10297,96255,26701
21451,174958,14580,20330,30014,52758,21594,560,14615,5998,12206
42879,3086,32255,33115,34778,36498,23001,36495,16305,38251,23567
43307,43111,55086,74286,36612,85293,119593,115111,106826,72847,61430
50066,43610,206480,40979,13634,76382,118936,204040,142876,82239,46616
18229,289,16905,33931,42683,24973,131944,98010,43884,26201,37954
52440,70881,38687,52239,50079,43696,42812,115109,42615,80572,85670
17136,17058,174958,22404,44043,560,42062,36786,24003,21594,21564
43494,43471,43905,175027,3081,33030,184824,18569,43867,174769,23114
30348,24111,40765,109887,28528,37451,25918,114083,90807,85814,11123
9797,43118,10235,643,44967,47703,63107,697,153779,103668,37044
45219,132166,51949,26614,29415,52677,45212,45218,37041,777,776
18771,166643,52859,185292,46910,596,43896,56156,84298,114348,68692
30177,33667,220,702,21849,40478,62727,28569,37774,47249,48612
41020,115893,34943,20625,36635,52228,50107,23107,37482,174150,28435
16090,1789,147726,149687,14605,110790,74088,156566,117992,33754,94170
44041,43269,38683,147886,25413,32023,22112,37992,35404,26530,20362
25502,32847,33731,43491,43492,84086,68443,107443,53714,120747,94551
14320,851,38953,50363,51618,907,51619,16410,28093,826,15927
26701,33218,62000,41503,76229,126596,113843,57103,26657,16535,31148
43469,61461,5156,4789,833,299143,113936,61464,24167,74585,76452
20246,3766,1480,44026,31987,3009,92796,15,48443,47697,27883
82101,51571,73430,220,24650,16103,39946,84090,43822,120357,120539
19169,56135,43705,53796,44919,120831,33680,27972,77964,85677,123452
43461,36815,43822,40494,28916,87349,3014,17917,102081,21631,41597
31980,17804,57849,28001,99236,189005,13912,111315,80771,147810,39318
27448,46421,62720,37300,242378,107874,13669,165300,130090,260409,149793
29244,37327,52859,185292,3088,111747,3114,11697,13909,37347,37368
83838,130398,151590,203024,43853,43818,162862,80708,53232,87983,43277
43452,120837,82257,43147,43599,126122,100632,198146,198600,94209,171130
29380,11424,29885,31513,43326,43381,43193,43343,43390,42797,38720
37347,3114,11697,13909,37368,185292,11617,40630,32634,3088,17664
3766,20246,44026,3009,31987,92796,15,1480,48443,47697,27883
946,43360,120972,63766,43596,35987,27030,43397,50030,28007,43385
70447,284793,47684,669,43858,94727,21033,107942,23943,60029,35128
20482,28297,87939,19119,80677,48110,119637,47155,43039,934,20025
35032,18283,2769,909,17281,43029,54028,43176,130424,29376,64382
44190,420519,221,36362,26036,43385,42156,26596,68850,41214,94393
41609,33454,108688,43518,107231,113743,142254,43199,44711,17820,17889
33115,3086,32255,34778,42879,23001,36495,36498,16305,64382,43471
20638,91961,51394,118139,101557,34269,247780,22692,50073,66701,260064
29885,31513,43326,43381,43193,43343,29380,42797,11424,38720,43390
25698,32323,32600,51358,45807,31411,51303,23282,38705,51357,51360
45578,23152,705,59087,85514,8095,18019,41599,26286,28433,27172
4558,36877,36878,648,185591,144,795,12159,47643,32558,11534
43439,242354,2202,61856,128854,830,43436,22744,108843,111390,225499
61828,29879,29887,118889,43897,57840,118283,31805,274060,108345,177902
25209,33734,17820,43546,34857,17889,28907,43199,2098,107231,25167
15390,46769,40650,26030,11657,15383,63892,20778,25047,5511,5511
17409,61564,117959,42567,43829,43516,28100,121903,70734,131898,15497
43388,80241,91477,26158,205004,30374,10907,82731,55872,55873,198558
800,36245,37628,626,4497,35124,35838,44655,35030,114354,649
32690,37513,21490,346,3780,3782,25858,26893,30368,11878,3777
43390,42991,29380,29885,31513,43326,43381,43193,43343,11424,139799
41464,4173,128873,155956,43444,121464,307,2748,102524,49634,75532
43961,68976,43962,41552,97584,138357,15697,98328,25894,169883,72103
43358,43802,31507,1976,28571,54569,27367,20139,53792,3084,887
24003,174958,36786,17058,44043,21564,63702,45971,19,17136,42062
28431,91419,138357,43962,102526,34768,105059,40044,40045,59403,18692
43364,20532,101382,46043,74581,43255,45987,43877,124994,45978,35861
30801,33666,18973,35188,42581,42305,43317,43259,37610,37124,42839
3023,33475,33476,33472,26661,33474,33484,63795,51411,156388,66175
43348,128048,99224,120509,121707,42640,28484,61391,43310,23928,37317
43349,94525,47018,33367,7093,1993,82311,377263,392271,81409,35861
99898,220,702,21849,40478,30177,62727,32078,102699,33667,28569
24381,32961,43106,623,65651,37193,86920,131074,30095,67313,125099
11402,83015,42343,228074,28006,58470,81724,30892,37193,14387,36741
35861,20532,43364,74581,43255,45987,101382,43877,46043,46069,45978
45213,43101,45802,132166,66812,29415,776,53156,56167,45212,45218
20127,25431,33575,31866,120862,84903,118955,24481,22490,39130,5183
24518,64382,33668,43176,17281,43029,29376,22968,909,20758,42986
13457,43316,69605,34148,75046,38432,63858,296820,130624,179553,96717
23620,89995,300949,10858,10954,11450,31908,8996,24192,43811,48205
31372,31374,31378,43121,44662,49363,20528,259557,89888,77845,106326
3111,11113,43874,43879,93528,129553,109962,109962,109962,109962,56724
41503,113843,62000,76229,126596,16535,26701,57103,33218,37596,34945
28696,104394,40826,84114,23334,72086,18647,702,1882,238,28
94123,50474,78358,29592,38724,63096,62655,77915,32499,89484,45184
17640,31516,872,13320,18646,78353,14347,22874,43362,241804,25767
44026,1480,20246,3766,15,31987,48443,3009,92796,47697,27883
803,15377,46983,109364,4781,54140,63172,103717,5544,61560,4024
31374,31378,31372,43121,44662,49363,20528,259557,89888,77845,106326
25893,27983,1377,163392,42798,38151,17677,8737,55863,41890,100783
36439,55524,362758,31681,84569,13923,100061,31174,19155,975,28
46007,872,46011,80032,61648,32996,108220,46014,17661,13368,27629
33319,31427,27197,97149,43095,42116,188684,43618,31334,73420,371818
28100,117959,43516,17409,121903,70734,131898,43839,53879,78734,71436
31378,31374,31372,49363,44662,20528,43121,1966,6520,43832,4460
19742,43113,43226,1678,3160,43015,3146,52302,19333,18983,39276
44134,63395,80031,396269,16914,43450,43139,5506,32961,32568,11848
22334,228444,99372,17665,4296,51947,39554,109175,12707,43626,114618
29347,36335,81678,28955,41870,72558,80394,33274,425916,464111,9102
15697,98328,43968,68191,138357,25894,41552,182899,59403,91727,18692
43234,69592,36520,72903,73369,69977,62396,80775,43030,65014,43240
18776,238008,599,28580,25364,54000,36133,82185,284,6620,18299
29071,28501,29056,26946,30137,187790,29030,25319,23439,22642,31655
54541,277167,85640,56150,133715,216876,18398,1920,36375,16958,17221
44559,65799,38291,106326,72882,18780,85763,64984,47312,15598,18683
30637,28955,86667,23692,34075,36460,39948,26939,256166,58470,76081
76754,98636,188981,111397,27425,44785,90560,17128,93891,87296,125099
56156,596,43896,84298,114348,68692,173456,185292,43266,43875,3088
43119,85854,42702,42725,76399,27344,24452,30137,22694,79827,31581
43137,111042,218212,85840,2438,37684,85648,11881,10671,43013,37468
69977,80775,43234,69592,36520,73369,72903,62396,43030,43240,39409
42661,61411,24248,38556,173,26173,38027,11165,82203,44022,72447
43051,55150,37083,26758,38558,26718,9766,26185,14394,55249,28732
43101,45213,132166,66812,48365,776,45802,53156,126958,45212,45218
58997,27179,52199,35919,89662,211603,203245,38120,43312,198143,40761
34528,31217,34530,277261,155596,14537,159414,101929,101740,159412,143946
31427,27197,97149,43095,33319,42116,188684,43618,31334,31681,84569
58902,247451,261419,99592,91796,20806,57578,9838,11349,43112,16284
27029,89571,1882,42222,93775,37086,217948,874,43047,166607,32850
690,42112,43376,20108,32097,49845,1561,55836,55847,55848,15244
46918,28273,18148,50247,44163,20530,55192,50759,21967,55197,89462
43111,43307,74286,55086,36612,85293,119593,115111,106826,72847,61430
52745,42477,41870,72558,80394,33274,425916,464111,9102,229,29938
36872,77285,137504,111398,117800,132641,132641,132641,132641,46492,47184
43047,89571,1882,27029,42222,93775,37086,217948,874,166607,32850
72354,95402,51120,390883,153779,103668,37044,104250,75719,44787,396744
31589,30368,12493,548,26893,11878,24774,13889,3780,25858,32690
52841,12649,41749,43116,37183,88390,115054,19483,51997,40761,10973
18449,576,36206,23330,5927,11577,9584,5916,11942,29715,31604
50474,94123,78358,29592,38724,63096,62655,77915,32499,89484,45184
79827,22694,25319,29235,42702,29030,42725,3072,24452,30137,85854
750,751,757,758,4879,12150,24936,10305,14788,14788,14788
34530,31217,34528,277261,155596,14537,159414,101929,101740,159412,143946
33710,40085,159615,110671,84655,35129,36094,115332,40842,40634,30702
64568,39263,39893,50697,34288,104275,52949,4233,4234,16093,10972
17185,20301,1937,104720,118911,1939,118910,51044,3010,29106,39306
109667,15660,33564,38096,85510,84796,31677,83147,124963,35151,42261
31287,89924,29103,25395,73408,108648,220514,316637,58250,111974,203890
14537,277261,31217,34528,34530,159414,101929,101740,159412,143946,161267
16103,25062,50011,36457,42605,57834,18929,22023,38729,11308,38978
13671,110568,16347,34662,46159,55567,10874,8446,6477,12614,325189
11085,38766,48127,61369,27033,51802,102384,237433,43488,143,40985
53218,119965,3480,154980,4228,74767,11396,124619,124676,102406,46798
65048,58070,293270,121516,107052,62036,24161,73827,279842,64628,198772
24188,92572,194485,47848,186630,56343,65480,82368,76575,45005,186629
28367,56931,14241,28758,2134,10323,84844,170315,116318,316840,165095
21135,41050,5165,53234,46979,26638,49781,130719,33126,2998,41054
52705,65612,104931,8074,32692,52713,50012,59045,103613,1629,51808
3010,1941,118910,1937,17185,104720,118911,1939,37921,20301,108564
31383,78250,85916,89924,3144,61613,62325,25395,73408,108648,220514
39222,83519,48350,38125,28669,60287,59159,48135,84352,28778,30972
39495,37672,121636,41357,95548,22386,49683,81001,63887,73079,125413
15263,38800,18972,38765,38450,30708,86363,196784,32726,22765,31938
751,758,757,750,4879,979,62184,20417,10851,186,15472
42798,38151,163392,1377,25893,27983,17677,8737,55863,111678,42635
4025,42541,28528,37451,25918,114083,90807,85814,20945,43236,109258
61892,45598,49776,4379,179235,455661,2293,114,77056,241058,348138
25253,31270,21070,40420,33360,55316,40061,1672,69517,11517,306
37684,218212,85840,10671,11881,43013,2438,37468,43137,85648,111042
15421,86059,52857,94917,114060,746,18988,947,94393,30892,35068
166607,41131,85574,89571,1882,27029,42222,93775,37086,217948,874
37315,269981,5924,70926,78028,88451,38646,105056,11202,871,16241
10299,10242,4990,18030,4985,79645,48155,75938,43256,86816,28661
24229,35917,10734,35926,4931,36522,28023,27331,24508,35123,242382
26031,20942,181456,26242,25504,16121,25955,41058,35001,47955,46872
3763,40149,44165,154442,3764,77057,133160,25395,73408,108648,220514
17696,42630,49508,46260,30183,108003,111317,74420,43340,242631,18643
7348,25952,44969,8974,27035,61903,6646,23115,145878,27036,61988
28504,50688,42517,52633,22048,22910,41889,22021,3073,196328,41870
151138,1566,9289,42737,289,31868,84119,40985,46563,93528,125891
23574,252721,61002,11349,119687,91796,20806,247451,261419,57578,99592
17091,129467,45691,44618,271,135390,128946,125099,32830,288117,83215
17295,45884,64834,42617,13506,103742,65489,208517,37214,73376,4933
13187,15374,13353,23998,15242,53985,101514,37211,49041,43580,79218
17102,11868,23220,28667,18990,39891,28752,11791,28770,3025,3079
23194,22201,966,14881,62648,241754,83099,44766,101653,178607,14554
16850,17277,16638,61370,61880,30054,27635,17729,31556,43463,37380
24395,32615,389,24226,10774,20540,18197,9950,55819,46948,84278
37921,118910,1937,17185,104720,118911,3010,39306,1939,20301,77123
59802,251421,189723,70703,172,113219,347497,311539,10726,25395,73408
16303,11308,16103,25062,50011,36457,42605,57834,18929,22023,38729
29715,11577,576,36206,23330,5927,31604,10839,18449,9584,5916
36583,46041,43626,114618,13210,99372,51947,39554,17665,109175,228444
60555,42701,42709,27236,22396,62755,27658,42707,40954,34130,32669
42731,181553,42514,63115,214216,19509,31357,9603,9089,11010,9283
3482,50374,23518,4925,10711,31018,38183,51434,898,35201,64079
895,1396,31442,1398,24657,45590,47011,1394,38311,48775,593
20108,43376,32097,49845,1561,55847,55848,48764,690,42112,55836
2661,172475,43915,32677,27858,204800,20947,20949,105,530,1648
20379,4925,68659,38183,86240,50374,8195,3482,10711,31018,41461
29710,82819,35185,43028,163839,37038,4910,27917,54392,46724,64291
104237,44154,26259,45266,51590,37646,152747,1408,38618,551,32031
22293,30478,103578,46364,293006,25395,73408,108648,220514,316637,58250
789,12555,47189,106124,31410,79009,12078,10368,632,801,651
45706,37939,17905,37712,71723,42809,86666,206899,88435,60971,88528
11047,9929,9385,9318,11625,9369,9642,5559,270946,59178,211672
2097,41870,72558,80394,33274,425916,464111,9102,229,29938,28070
135,373481,139230,57722,187458,34759,42632,100776,143437,61708,26408
33257,32891,325385,8327,19236,35165,86942,137698,13041,36883,37621
66043,86233,143841,279979,86131,95752,6883,61550,192868,52734,42604
17905,71723,45706,37939,42809,60971,88535,86666,42721,39506,88528
4191,1651,1628,45948,1818,1627,1719,255,258,8070,1716
10227,11378,4595,427,778,58655,135286,125099,32830,288117,83215
26039,16885,1873,2575,31681,11532,10669,10097,48864,77333,11586
42701,60555,42709,27236,22396,62755,27658,42707,40954,34130,32669
42702,22694,79827,25319,29235,43119,29030,42725,3072,27344,24452
41212,114390,114403,114395,60315,90511,114412,47059,71809,211024,266080
26204,42630,42636,49508,74420,68143,61501,26385,242631,17696,46260
5767,25767,14347,22874,241804,4808,16563,13320,31516,18646,52367
42713,73079,125413,114096,88583,95548,17474,35280,49683,595,40793
27277,12639,118017,40682,11574,48408,202941,149690,18287,31283,85341
9929,9385,50166,52761,11047,9318,11625,9369,9642,5559,270946
20873,270908,31648,20878,42279,80155,92983,20875,42275,71051,435041
29778,26811,38939,44000,80368,41035,105902,70810,106280,42469,3124
18193,5228,39472,26617,50627,19345,1848,31640,11027,33796,2017
22176,97936,31944,115616,189888,47070,42714,27459,187219,78406,20318
42623,59897,42687,144910,42599,3582,3681,165401,39450,57046,84465
42634,12310,2926,42744,49876,26509,10786,37598,54302,704,14831
118872,97406,30943,52744,23397,91607,32077,28553,249882,99479,73351
50789,39239,104931,61415,26298,51205,112823,65612,72898,266,52717
29266,86382,149468,149467,147371,149465,198460,88564,118154,33157,206648
27983,25893,1377,163392,42798,38151,17677,8737,55863,37853,41890
5638,1162,70971,42252,31600,42402,37146,32609,32042,475,31602
36446,94260,70422,67018,124122,86182,61578,64403,47694,26422,65749
14801,42114,98130,250093,221144,297668,580,2701,19338,133148,51681
49397,429,938,56373,12758,72032,77632,61594,74197,43417,99224
42607,17450,1788,39282,61280,13571,149026,10860,26686,11610,42128
40430,25728,114104,6610,210019,65674,92798,72639,109020,56188,73907
38096,15660,33564,85510,84796,109667,31677,83147,124963,42261,35151
48831,47455,28213,37563,37189,47454,134463,27145,10293,10241,64414
24152,46776,18188,6078,42800,43106,10794,12649,114104,43016,35793
1846,126760,38148,8463,462788,371758,47404,144475,129806,4281,4193
21323,44321,46978,38718,10937,11892,22521,43566,63327,9605,54194
5928,11816,38557,74896,2141,25221,46717,149445,84847,19126,16323
29748,39043,53045,28271,29596,112687,114394,41032,108432,102444,11868
105627,46315,789,10000,148077,49218,305594,87081,333953,42015,34328
85255,53229,102286,82191,44459,38805,1403,53336,7008,29146,14384
26525,324013,50034,83726,91781,132961,695,10403,42233,67772,32044
